timestamp,open,high,low,close,volume
2020-11-09,20.0000,21.3800,19.3400,20.4500,14544938
2020-11-06,20.0000,20.2000,18.3700,19.0300,13387805
2020-11-05,18.2500,19.1700,18.0300,19.1700,11863498
2020-11-04,18.4900,18.8100,17.8500,18.0300,7847311
2020-11-03,17.8900,18.6700,17.6791,18.4500,8482307
2020-11-02,17.4300,18.1900,17.1400,17.6600,9873297
2020-10-30,18.1300,18.1300,17.0200,17.4200,8021613
2020-10-29,17.6800,18.3150,17.4700,18.1800,8614290
2020-10-28,17.9800,18.1500,17.3300,17.4800,8879172
2020-10-27,18.4300,18.9800,18.2000,18.2900,6046074
2020-10-26,19.0000,19.2400,17.9100,18.3200,12612027
2020-10-23,20.8000,20.8200,19.0500,19.1400,16148382
2020-10-22,20.6400,21.3000,20.5000,20.7300,8662271
2020-10-21,23.2400,23.3500,20.2500,20.4400,21009910
2020-10-20,22.9100,24.3700,22.6520,23.0300,25863778
2020-10-19,23.0000,23.6200,22.2300,22.8200,17276071
2020-10-16,22.0000,23.4000,21.8700,22.4400,23733442
2020-10-15,20.9000,21.8600,20.6600,21.6400,7764694
2020-10-14,21.8800,21.9500,20.9800,21.3300,8391716
2020-10-13,20.5000,21.9800,19.9200,21.8100,13081197
2020-10-12,21.5000,21.5000,20.5500,20.5700,8702401
2020-10-09,22.1600,22.2030,21.3100,21.4000,10078183
2020-10-08,22.4500,22.5400,21.5500,22.0900,10147657
2020-10-07,21.6100,22.2597,21.5215,21.8200,13066119
2020-10-06,21.2700,22.5300,20.8000,21.0300,23874519
2020-10-05,21.2200,21.6400,20.5600,21.0100,13252880
2020-10-02,19.0700,20.9100,18.8200,20.7700,19567446
2020-10-01,19.2500,20.3700,19.1500,20.1700,13913884
2020-09-30,20.0600,20.8500,18.9600,19.2300,19632189
2020-09-29,20.6900,20.9800,19.5900,20.4400,32274095
2020-09-28,18.2900,20.7800,18.1000,20.5100,54571718
2020-09-25,15.9700,16.4700,15.8700,16.4300,5428466
2020-09-24,15.5000,16.3400,14.9200,15.9200,11891000
2020-09-23,16.4400,16.6900,15.5400,15.7300,9965116
2020-09-22,16.4900,16.6100,16.1200,16.4700,6971917
2020-09-21,16.7600,16.9873,15.8950,16.4800,10817357
2020-09-18,17.2200,17.3800,16.8150,17.2100,8275807
2020-09-17,17.0000,17.3200,16.7200,17.1800,7316156
2020-09-16,17.5300,17.7900,17.2800,17.4100,6738463
2020-09-15,17.4800,18.0800,17.1700,17.7000,8909104
2020-09-14,16.8000,17.4689,16.6199,17.3900,7629580
2020-09-11,17.4500,17.6000,16.3300,16.5600,12764685
2020-09-10,17.8400,18.4599,17.2900,17.4500,12749765
2020-09-09,18.1800,18.7050,17.1200,17.7100,20204473
2020-09-08,16.3900,18.2500,16.0000,17.4000,20267088
